#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
# Date:            Tue Apr  4 15:53:34 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2bg1a1e.3.1.1       -            453 d1alqa_e.3.1.1.aln   -            313  5.9e-104  343.1  14.2   1   1  1.6e-105  7.1e-104  342.9  14.2     1   313    48   429    48   429 1.00 -
d2v2ff_e.3.1.1       -            384 d1alqa_e.3.1.1.aln   -            313     4e-84  278.0  17.2   1   1     1e-85   4.6e-84  277.8  17.2     2   313    32   375    31   375 1.00 -
d1qmea4e.3.1.1       -            357 d1alqa_e.3.1.1.aln   -            313   8.6e-80  263.7   5.9   1   1   2.2e-81   9.7e-80  263.6   5.9     1   313     1   352     1   352 0.99 -
d2p74a_e.3.1.1       -            263 d1alqa_e.3.1.1.aln   -            313   1.5e-75  249.9   3.6   1   1   3.7e-77   1.6e-75  249.7   3.6     8   298     3   263     1   263 0.99 -
d2hdsa_e.3.1.1       -            358 d1alqa_e.3.1.1.aln   -            313   1.3e-73  243.4   3.2   1   1   3.4e-75   1.5e-73  243.3   3.2     5   299     3   358     1   358 0.99 -
d2olua2e.3.1.1       -            400 d1alqa_e.3.1.1.aln   -            313   4.2e-67  222.1  18.1   1   1   1.6e-68   7.1e-67  221.3  18.1     1   312    27   382    27   383 0.99 -
d2drwa1e.3.1.1       -            362 d1alqa_e.3.1.1.aln   -            313   3.2e-56  186.3   0.0   1   1   8.2e-58   3.6e-56  186.2   0.0     4   312     8   360     5   361 0.99 -
d2dcfa1e.3.1.1       -            388 d1alqa_e.3.1.1.aln   -            313   1.5e-53  177.6   0.0   1   1   3.7e-55   1.6e-53  177.4   0.0     1   313     2   366     2   366 0.99 -
d1ci9a_e.3.1.1       -            377 d1alqa_e.3.1.1.aln   -            313   3.2e-46  153.5   0.0   1   1   8.2e-48   3.6e-46  153.3   0.0     3   312     9   374     7   375 0.99 -
d1alqa_e.3.1.1       -            263 d1alqa_e.3.1.1.aln   -            313   4.4e-45  149.7   2.2   1   2    0.0015     0.067    7.9   0.0   251   298     2    35     1    39 0.93 -
d1alqa_e.3.1.1       -            263 d1alqa_e.3.1.1.aln   -            313   4.4e-45  149.7   2.2   2   2   7.6e-44   3.3e-42  140.3   2.0    12   242    44   262    41   263 0.98 -
d1yqsa_e.3.1.1       -            345 d1alqa_e.3.1.1.aln   -            313   1.8e-40  134.6   4.2   1   1   4.5e-42     2e-40  134.5   4.2     2   312     5   344     4   345 0.99 -
d1e25a_e.3.1.1       -            278 d1alqa_e.3.1.1.aln   -            313     1e-38  128.8   0.1   1   1     3e-40   1.3e-38  128.5   0.1    11   298     5   271     2   277 0.97 -
d1vqqa3e.3.1.1       -            341 d1alqa_e.3.1.1.aln   -            313   1.3e-37  125.2   9.7   1   1   3.2e-39   1.4e-37  125.1   9.7     2   313     2   335     1   335 0.98 -
d1ei5a3e.3.1.1       -            333 d1alqa_e.3.1.1.aln   -            313   6.2e-36  119.7   0.0   1   1   1.6e-37   6.9e-36  119.5   0.0     4   311     7   328     4   330 0.98 -
d1tvfa2e.3.1.1       -            301 d1alqa_e.3.1.1.aln   -            313   7.1e-34  112.9  14.3   1   1   1.9e-35   8.5e-34  112.7  14.3    26   304    36   301     6   301 0.94 -
d1xa1a_e.3.1.1       -            246 d1alqa_e.3.1.1.aln   -            313   1.8e-31  105.0   6.1   1   1   4.4e-33   1.9e-31  104.9   6.1    22   293     2   240     1   246 0.94 -
d1xp4a2e.3.1.1       -            269 d1alqa_e.3.1.1.aln   -            313   1.2e-29   99.0   5.8   1   1     3e-31   1.3e-29   98.9   5.8    22   302     3   268     1   269 0.98 -
d1es5a_e.3.1.1       -            260 d1alqa_e.3.1.1.aln   -            313   5.6e-26   87.0   9.3   1   1   1.4e-27   6.3e-26   86.8   9.3    20   232     2   212     1   244 0.93 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1alqa_e.3.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1alqa_e.3.1.1.out -E 1 hmmModels95/d1alqa_e.3.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:34 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1mo9a1c.3.1.5       -            262 d1aoga2c.3.1.5.aln   -            209   4.8e-84  276.7   0.0   1   1   2.2e-85   5.9e-84  276.4   0.0     1   209    39   262    39   262 0.99 -
d2gv8a1c.3.1.5       -            336 d1aoga2c.3.1.5.aln   -            209   1.8e-75  248.7   0.0   1   1   7.9e-77   2.1e-75  248.5   0.0     2   209     2   292     1   292 1.00 -
d1v59a1c.3.1.5       -            234 d1aoga2c.3.1.5.aln   -            209   1.2e-56  187.2   1.9   1   1     5e-58   1.3e-56  187.1   1.9     3   209     4   234     2   234 0.97 -
d1w4xa1c.3.1.5       -            299 d1aoga2c.3.1.5.aln   -            209   2.6e-48  160.0   0.0   1   1   1.1e-49     3e-48  159.8   0.0     1   208     4   280     4   281 0.99 -
d1xdia1c.3.1.5       -            234 d1aoga2c.3.1.5.aln   -            209   5.8e-38  126.2   0.2   1   1   2.6e-39   6.9e-38  125.9   0.2     5   205     2   229     1   232 0.97 -
d1m6ia1c.3.1.5       -            214 d1aoga2c.3.1.5.aln   -            209   2.8e-32  107.6   0.0   1   1   1.2e-33   3.1e-32  107.5   0.0     2   209     2   214     1   214 0.98 -
d1fl2a1c.3.1.5       -            185 d1aoga2c.3.1.5.aln   -            209   3.4e-29   97.5   1.4   1   1   1.4e-30   3.8e-29   97.4   1.4     5   208     2   180     1   181 0.94 -
d1nhpa1c.3.1.5       -            199 d1aoga2c.3.1.5.aln   -            209   7.2e-26   86.6   0.0   1   1     3e-27     8e-26   86.5   0.0     6   206     2   196     1   199 0.94 -
d1w4xa2c.3.1.5       -            235 d1aoga2c.3.1.5.aln   -            209   2.7e-19   65.2   0.0   1   1   1.2e-20   3.2e-19   64.9   0.0     9   206    13   228     6   231 0.97 -
d1v59a2c.3.1.5       -            122 d1aoga2c.3.1.5.aln   -            209   4.2e-14   48.2   0.1   1   1   1.7e-15   4.4e-14   48.1   0.1    10   132     5   122     1   122 0.93 -
d1m6ia2c.3.1.5       -            137 d1aoga2c.3.1.5.aln   -            209   6.7e-12   41.0   0.0   1   1   3.4e-13   9.1e-12   40.6   0.0     9   178    18   136    10   137 0.85 -
d1nhpa2c.3.1.5       -            123 d1aoga2c.3.1.5.aln   -            209   1.5e-10   36.6   0.7   1   1   1.4e-11   3.8e-10   35.3   0.7    28   107    30   104     8   123 0.87 -
d1vdca2c.3.1.5       -            130 d1aoga2c.3.1.5.aln   -            209   1.3e-09   33.6   0.0   1   1   5.8e-11   1.5e-09   33.3   0.0    11   118    17   120    13   129 0.93 -
d1mo9a2c.3.1.5       -            121 d1aoga2c.3.1.5.aln   -            209   6.5e-09   31.3   0.0   1   1   2.8e-10   7.5e-09   31.1   0.0    17   108    11    96     2   109 0.88 -
d1xhca2c.3.1.5       -            122 d1aoga2c.3.1.5.aln   -            209   1.3e-07   27.0   0.0   1   1   6.7e-09   1.8e-07   26.6   0.0    13   115    17   113     7   122 0.79 -
d2gf3a1c.3.1.2       -            282 d1aoga2c.3.1.5.aln   -            209   4.5e-06   22.0   0.0   1   2   1.2e-06   3.1e-05   19.2   0.0     3    35     2    34     1    92 0.91 -
d2gf3a1c.3.1.2       -            282 d1aoga2c.3.1.5.aln   -            209   4.5e-06   22.0   0.0   2   2       0.6        16    0.6   0.0   121   174   178   235   144   238 0.59 -
d1kdga1c.3.1.2       -            361 d1aoga2c.3.1.5.aln   -            209   6.4e-06   21.5   0.3   1   1   4.3e-07   1.1e-05   20.7   0.3     4    40     2    37     1    46 0.90 -
d2gmha1c.3.1.2       -            381 d1aoga2c.3.1.5.aln   -            209   8.5e-06   21.1   0.1   1   2   8.6e-06   0.00023   16.4   0.1     3    29    31    57    30    84 0.88 -
d2gmha1c.3.1.2       -            381 d1aoga2c.3.1.5.aln   -            209   8.5e-06   21.1   0.1   2   2      0.15         4    2.5   0.0   184   207   263   286   204   288 0.81 -
d1h6va2c.3.1.5       -            122 d1aoga2c.3.1.5.aln   -            209   1.8e-05   20.0   0.0   1   1   7.2e-07   1.9e-05   19.9   0.0    14   107     6    92     3   122 0.86 -
d1onfa2c.3.1.5       -            117 d1aoga2c.3.1.5.aln   -            209   0.00016   16.9   0.0   1   1   7.1e-06   0.00019   16.7   0.0    25   109    19    97     3   117 0.79 -
d1fl2a2c.3.1.5       -            126 d1aoga2c.3.1.5.aln   -            209   0.00022   16.5   0.0   1   1   1.1e-05   0.00028   16.1   0.0    26    88    28    85    26   109 0.85 -
d1ryia1c.3.1.2       -            277 d1aoga2c.3.1.5.aln   -            209   0.00059   15.1   0.1   1   1   3.6e-05   0.00094   14.4   0.1     3    37     3    38     2    75 0.82 -
d1fcda2c.3.1.5       -            141 d1aoga2c.3.1.5.aln   -            209   0.00062   15.0   0.0   1   1   2.6e-05   0.00067   14.9   0.0     7   108    11   109     5   139 0.86 -
d1kola2c.2.1.1       -            195 d1aoga2c.3.1.5.aln   -            209    0.0007   14.8   0.5   1   2   4.6e-05    0.0012   14.0   0.3     7    34    29    56    25   109 0.86 -
d1kola2c.2.1.1       -            195 d1aoga2c.3.1.5.aln   -            209    0.0007   14.8   0.5   2   2       9.3   2.4e+02   -3.3   0.0    89   107   167   185   162   186 0.82 -
d1pl8a2c.2.1.1       -            171 d1aoga2c.3.1.5.aln   -            209   0.00081   14.6   0.3   1   1   6.5e-05    0.0017   13.6   0.2     5    35    28    58    25    82 0.91 -
d1seza1c.3.1.2       -            374 d1aoga2c.3.1.5.aln   -            209    0.0015   13.7   0.7   1   1   8.6e-05    0.0023   13.1   0.7     6    40     3    36     1    49 0.89 -
d1b5qa1c.3.1.2       -            348 d1aoga2c.3.1.5.aln   -            209    0.0019   13.4   0.1   1   1   0.00015    0.0039   12.4   0.1     7    37     3    36     2    55 0.84 -
d2dw4a2c.3.1.2       -            450 d1aoga2c.3.1.5.aln   -            209    0.0023   13.1   0.4   1   2   0.00029    0.0076   11.4   0.1     5    34     6    35     3    59 0.86 -
d2dw4a2c.3.1.2       -            450 d1aoga2c.3.1.5.aln   -            209    0.0023   13.1   0.4   2   2         3        79   -1.7   0.0    30    48   290   307   288   325 0.80 -
d2iida1c.3.1.2       -            371 d1aoga2c.3.1.5.aln   -            209    0.0047   12.1   0.1   1   1   0.00045     0.012   10.8   0.1     6    35    32    61    28    85 0.84 -
d3c96a1c.3.1.2       -            289 d1aoga2c.3.1.5.aln   -            209     0.062    8.4   5.4   1   2   0.00058     0.015   10.5   1.4     6    51     3    53     2   118 0.86 -
d3c96a1c.3.1.2       -            289 d1aoga2c.3.1.5.aln   -            209     0.062    8.4   5.4   2   2       1.9        50   -1.0   0.1   178   207   196   242   192   244 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1aoga2c.3.1.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1aoga2c.3.1.5.out -E 1 hmmModels95/d1aoga2c.3.1.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:34 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d3vlva_c.94.1.1      -            490 d1atga_c.94.1.1.aln  -            349  7.7e-134  442.0  14.5   1   1  1.7e-135  9.5e-134  441.7  14.5     1   349    19   412    19   412 1.00 -
d1jeta_c.94.1.1      -            517 d1atga_c.94.1.1.aln  -            349  6.8e-104  343.6  16.4   1   1  1.5e-105  8.2e-104  343.4  16.4     2   349   130   516   129   516 0.99 -
d1vr5a1c.94.1.1      -            535 d1atga_c.94.1.1.aln  -            349   1.5e-71  237.3  19.4   1   2         2   1.1e+02   -2.1   0.2    90   128    17    55    13    66 0.81 -
d1vr5a1c.94.1.1      -            535 d1atga_c.94.1.1.aln  -            349   1.5e-71  237.3  19.4   2   2   2.7e-73   1.5e-71  237.3  19.4     2   348   123   509   122   510 0.99 -
d1xoca1c.94.1.1      -            504 d1atga_c.94.1.1.aln  -            349   9.3e-65  215.0  23.4   1   1     2e-66   1.1e-64  214.8  23.4     2   348   111   492   110   493 0.99 -
d1uqwa_c.94.1.1      -            487 d1atga_c.94.1.1.aln  -            349     4e-64  213.0  13.0   1   2      0.94        53   -1.0   0.2   212   292    15    87     7    96 0.61 -
d1uqwa_c.94.1.1      -            487 d1atga_c.94.1.1.aln  -            349     4e-64  213.0  13.0   2   2     7e-66     4e-64  213.0  13.0     3   348   103   477   101   478 0.99 -
d2nooa_c.94.1.1      -            496 d1atga_c.94.1.1.aln  -            349   3.3e-58  193.5   0.3   1   1   7.1e-60     4e-58  193.2   0.3     2   348   101   486   100   487 0.99 -
d1eu8a_c.94.1.1      -            407 d1atga_c.94.1.1.aln  -            349   7.6e-46  152.9   9.9   1   1   1.6e-47   9.2e-46  152.6   9.9     3   343    10   388     8   393 0.98 -
d1ursa_c.94.1.1      -            367 d1atga_c.94.1.1.aln  -            349   6.5e-34  113.7  12.6   1   1   1.4e-35   7.7e-34  113.4  12.6    15   346    17   355     5   358 0.97 -
d1nnfa_c.94.1.1      -            308 d1atga_c.94.1.1.aln  -            349   1.1e-24   83.3   8.0   1   1   4.9e-26   2.7e-24   82.0   8.0     5   315     1   287     1   295 0.86 -
d1q35a_c.94.1.1      -            318 d1atga_c.94.1.1.aln  -            349   1.2e-24   83.2   2.3   1   1   2.4e-26   1.3e-24   83.1   2.3     5   286     3   266     1   316 0.94 -
d1ixha_c.94.1.1      -            321 d1atga_c.94.1.1.aln  -            349   2.2e-24   82.4  14.7   1   1   4.3e-26   2.4e-24   82.2  14.7    17   348     7   321     1   321 0.92 -
d3thia_c.94.1.1      -            362 d1atga_c.94.1.1.aln  -            349   7.7e-18   60.9   0.5   1   1   1.6e-19   9.3e-18   60.6   0.5     5   346     6   359     3   362 0.97 -
d1pb7a_c.94.1.1      -            289 d1atga_c.94.1.1.aln  -            349   8.3e-13   44.3   0.0   1   1   1.6e-14   9.2e-13   44.2   0.0    16   323     3   287     1   289 0.94 -
d1r9la_c.94.1.1      -            309 d1atga_c.94.1.1.aln  -            349   1.9e-05   20.1  12.9   1   1     4e-07   2.3e-05   19.9  12.9     6   346     3   303     1   305 0.94 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d1atga_c.94.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d1atga_c.94.1.1.out -E 1 hmmModels95/d1atga_c.94.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:53:34 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1b8aa2d.104.1.1     -            335 d1atia2d.104.1.1.aln -            300   8.9e-90  296.3   8.1   1   1   1.9e-91     1e-89  296.1   8.1     1   300    13   324    13   324 0.99 -
d1h4vb2d.104.1.1     -            324 d1atia2d.104.1.1.aln -            300   9.6e-71  233.8   9.4   1   1     2e-72   1.1e-70  233.6   9.4     2   295    15   320    14   324 0.98 -
d1g5ha2d.104.1.1     -            290 d1atia2d.104.1.1.aln -            300   1.4e-56  187.2   0.0   1   1     3e-58   1.6e-56  187.1   0.0    10   299     3   288     1   289 0.98 -
d12asa_d.104.1.1     -            327 d1atia2d.104.1.1.aln -            300   4.6e-55  182.3   0.1   1   1   9.9e-57   5.2e-55  182.1   0.1     3   300    11   311     9   311 0.99 -
d1z7ma1d.104.1.1     -            318 d1atia2d.104.1.1.aln -            300   4.1e-52  172.6   0.0   1   1   8.8e-54   4.6e-52  172.4   0.0     1   298    13   317    13   318 0.99 -
d1wu7a2d.104.1.1     -            327 d1atia2d.104.1.1.aln -            300   3.1e-51  169.7   0.2   1   1   6.6e-53   3.5e-51  169.5   0.2     1   297    16   326    16   327 0.98 -
d1nnha_d.104.1.1     -            293 d1atia2d.104.1.1.aln -            300   1.1e-50  167.9   4.4   1   1   2.3e-52   1.2e-50  167.8   4.4    13   300     4   281     1   281 0.99 -
d1qf6a4d.104.1.1     -            291 d1atia2d.104.1.1.aln -            300     2e-49  163.8   0.3   1   1   4.3e-51   2.2e-49  163.6   0.3    11   297     2   272     1   275 0.96 -
d1hc7a2d.104.1.1     -            272 d1atia2d.104.1.1.aln -            300     1e-46  154.9   3.3   1   1   2.2e-48   1.1e-46  154.7   3.3     2   288     3   272     2   272 0.98 -
d1atia2d.104.1.1     -            394 d1atia2d.104.1.1.aln -            300   9.8e-46  151.7   6.6   1   2   2.2e-17   1.2e-15   52.9   0.1     9    96     3    94     1   141 0.90 -
d1atia2d.104.1.1     -            394 d1atia2d.104.1.1.aln -            300   9.8e-46  151.7   6.6   2   2   5.6e-32   2.9e-30  100.8   2.6    98   299   159   380   152   381 0.98 -
