#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2i6ea1c.94.1.1      -            272 d1al3a_c.94.1.1.aln  -            338   4.3e-20   67.7   0.0   1   1   1.7e-21   4.7e-20   67.6   0.0     6   274     2   270     1   272 0.95 -
d1twya_c.94.1.1      -            249 d1al3a_c.94.1.1.aln  -            338     8e-20   66.8   0.0   1   1   3.4e-21   9.3e-20   66.6   0.0     4   294     4   248     1   249 0.96 -
d1xt8a1c.94.1.1      -            248 d1al3a_c.94.1.1.aln  -            338   1.4e-17   59.5   7.0   1   1   5.5e-19   1.5e-17   59.4   7.0    10   287     6   245     1   248 0.96 -
d1ii5a_c.94.1.1      -            226 d1al3a_c.94.1.1.aln  -            338   1.4e-15   52.9   0.2   1   1   6.6e-17   1.8e-15   52.5   0.2    22   273    18   223     7   225 0.96 -
d2ozza1c.94.1.1      -            228 d1al3a_c.94.1.1.aln  -            338   1.5e-14   49.5   0.0   1   1   6.2e-16   1.7e-14   49.3   0.0     6   278     4   225     1   228 0.95 -
d1atga_c.94.1.1      -            231 d1al3a_c.94.1.1.aln  -            338   3.3e-14   48.4   1.3   1   1   1.3e-15   3.6e-14   48.3   1.3     6   278     4   230     1   231 0.97 -
d2esna2c.94.1.1      -            212 d1al3a_c.94.1.1.aln  -            338   2.5e-11   38.9   0.0   1   1   1.1e-12   3.1e-11   38.6   0.0    15   272     4   210     1   212 0.94 -
d1i6aa_c.94.1.1      -            212 d1al3a_c.94.1.1.aln  -            338     7e-08   27.6   0.0   1   1     3e-09   8.2e-08   27.3   0.0     3   246     2   210     1   212 0.94 -
d2qmwa1c.94.1.1      -            184 d1al3a_c.94.1.1.aln  -            338   3.3e-06   22.1   0.1   1   2    0.0025     0.067    7.9   0.0     8    95     5    91     1   101 0.83 -
d2qmwa1c.94.1.1      -            184 d1al3a_c.94.1.1.aln  -            338   3.3e-06   22.1   0.1   2   2   9.5e-05    0.0026   12.6   0.0   213   267   129   183   125   184 0.92 -
d1ixca2c.94.1.1      -            205 d1al3a_c.94.1.1.aln  -            338   0.00016   16.6   0.0   1   1   5.7e-06   0.00016   16.6   0.0     8   176     4   148     1   204 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1al3a_c.94.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1al3a_c.94.1.1.out -E 1 hmmModels30/d1al3a_c.94.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:42 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2bg1a1e.3.1.1       -            453 d1alqa_e.3.1.1.aln   -            350  1.8e-137  453.4  20.1   1   2      0.02      0.92    3.7   0.0   111   153    15    57     7    59 0.84 -
d2bg1a1e.3.1.1       -            453 d1alqa_e.3.1.1.aln   -            350  1.8e-137  453.4  20.1   2   2    3e-138  1.4e-136  450.4  17.5     1   350    60   426    60   426 1.00 -
d2olua2e.3.1.1       -            400 d1alqa_e.3.1.1.aln   -            350  5.6e-108  356.3  16.4   1   1  1.4e-109  6.5e-108  356.1  16.4     2   350    47   395    46   395 0.99 -
d2v2ff_e.3.1.1       -            384 d1alqa_e.3.1.1.aln   -            350  3.4e-101  334.0  18.1   1   1  8.4e-103  3.9e-101  333.8  18.1     1   339    40   384    40   384 1.00 -
d2dcfa1e.3.1.1       -            388 d1alqa_e.3.1.1.aln   -            350   2.4e-91  301.6   0.0   1   1   5.8e-93   2.7e-91  301.5   0.0     1   350     3   363     3   363 1.00 -
d2hdsa_e.3.1.1       -            358 d1alqa_e.3.1.1.aln   -            350   1.2e-89  296.0   1.1   1   1   2.9e-91   1.3e-89  295.9   1.1     2   349     2   346     1   347 0.99 -
d2drwa1e.3.1.1       -            362 d1alqa_e.3.1.1.aln   -            350   1.6e-89  295.7   0.0   1   1   3.8e-91   1.8e-89  295.5   0.0     4   350     2   349     1   349 0.99 -
d1ci9a_e.3.1.1       -            377 d1alqa_e.3.1.1.aln   -            350   2.5e-89  295.0   0.0   1   1     6e-91   2.8e-89  294.8   0.0     2   350     2   364     1   364 0.99 -
d1yqsa_e.3.1.1       -            345 d1alqa_e.3.1.1.aln   -            350   2.2e-83  275.5   6.9   1   1   5.2e-85   2.4e-83  275.3   6.9     4   340     3   344     1   345 0.99 -
d1ei5a3e.3.1.1       -            333 d1alqa_e.3.1.1.aln   -            350   2.3e-74  245.8   0.0   1   1   5.6e-76   2.6e-74  245.6   0.0     2   339     1   332     1   333 0.99 -
d1qmea4e.3.1.1       -            357 d1alqa_e.3.1.1.aln   -            350   1.8e-73  242.9   5.9   1   1   4.3e-75     2e-73  242.7   5.9     2   349     4   348     3   349 0.99 -
d1vqqa3e.3.1.1       -            341 d1alqa_e.3.1.1.aln   -            350   2.9e-72  238.9  10.4   1   1   6.9e-74   3.2e-72  238.7  10.4     1   349     6   340     6   341 0.99 -
d1tvfa2e.3.1.1       -            301 d1alqa_e.3.1.1.aln   -            350   3.4e-63  209.0  16.0   1   1   8.1e-65   3.8e-63  208.9  16.0     1   329     1   301     1   301 0.99 -
d1e25a_e.3.1.1       -            278 d1alqa_e.3.1.1.aln   -            350   6.4e-52  172.0   0.0   1   1   1.5e-53     7e-52  171.8   0.0    21   329     4   275     1   278 0.98 -
d1xp4a2e.3.1.1       -            269 d1alqa_e.3.1.1.aln   -            350   5.3e-51  169.0   4.5   1   1   1.2e-52   5.8e-51  168.8   4.5    32   328     4   268     1   269 0.97 -
d1es5a_e.3.1.1       -            260 d1alqa_e.3.1.1.aln   -            350   2.9e-49  163.2  14.0   1   1   7.3e-51   3.4e-49  163.0  14.0    36   328     8   260     3   260 0.98 -
d2p74a_e.3.1.1       -            263 d1alqa_e.3.1.1.aln   -            350   1.1e-41  138.2   2.9   1   1   2.7e-43   1.3e-41  138.1   2.9    18   325     2   262     1   263 0.98 -
d1xa1a_e.3.1.1       -            246 d1alqa_e.3.1.1.aln   -            350   4.2e-38  126.5   7.0   1   1   3.4e-38   1.6e-36  121.3   7.0    11   329     2   245     1   246 0.98 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1alqa_e.3.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1alqa_e.3.1.1.out -E 1 hmmModels30/d1alqa_e.3.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:42 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2gv8a1c.3.1.5       -            336 d1aoga2c.3.1.5.aln   -            208   2.9e-89  293.7   0.0   1   1   8.9e-91   3.5e-89  293.4   0.0     1   208    28   302    28   302 1.00 -
d1w4xa1c.3.1.5       -            299 d1aoga2c.3.1.5.aln   -            208     3e-75  247.9   0.0   1   2       1.4        57   -1.3   0.0    39    61     9    31     5    31 0.84 -
d1w4xa1c.3.1.5       -            299 d1aoga2c.3.1.5.aln   -            208     3e-75  247.9   0.0   2   2   1.3e-76   5.2e-75  247.1   0.0     2   208    30   266    29   266 0.99 -
d1w4xa2c.3.1.5       -            235 d1aoga2c.3.1.5.aln   -            208   2.9e-56  185.9   0.0   1   1   8.1e-58   3.2e-56  185.8   0.0     4   194     2   235     1   235 0.99 -
d1mo9a1c.3.1.5       -            262 d1aoga2c.3.1.5.aln   -            208   4.9e-55  181.9   0.0   1   1   1.4e-56   5.6e-55  181.7   0.0     2   208     7   227     6   227 0.99 -
d1v59a1c.3.1.5       -            234 d1aoga2c.3.1.5.aln   -            208     5e-49  162.3   0.1   1   1   1.5e-50   5.8e-49  162.0   0.1     2   208     6   199     5   199 0.99 -
d1xdia1c.3.1.5       -            234 d1aoga2c.3.1.5.aln   -            208   1.2e-40  134.9   0.0   1   1   3.7e-42   1.5e-40  134.6   0.0     2   207     2   197     1   198 0.98 -
d1m6ia1c.3.1.5       -            214 d1aoga2c.3.1.5.aln   -            208   2.9e-39  130.4   0.0   1   1   8.2e-41   3.2e-39  130.2   0.0     2   208     3   207     2   207 0.99 -
d1nhpa1c.3.1.5       -            199 d1aoga2c.3.1.5.aln   -            208     1e-37  125.3   0.1   1   1   2.8e-39   1.1e-37  125.2   0.1     3   207     2   198     1   199 0.99 -
d1fl2a1c.3.1.5       -            185 d1aoga2c.3.1.5.aln   -            208   5.3e-30  100.1   0.2   1   1   1.5e-31   5.8e-30  100.0   0.2     1   189     1   184     1   185 0.98 -
d1vdca2c.3.1.5       -            130 d1aoga2c.3.1.5.aln   -            208   4.6e-22   74.2   0.0   1   1   1.4e-23   5.4e-22   74.0   0.0     9   134     6   130     2   130 0.97 -
d1m6ia2c.3.1.5       -            137 d1aoga2c.3.1.5.aln   -            208   3.7e-19   64.7   0.0   1   1   1.1e-20   4.3e-19   64.5   0.0     7   136     7   137     2   137 0.97 -
d1nhpa2c.3.1.5       -            123 d1aoga2c.3.1.5.aln   -            208   4.1e-19   64.6   0.4   1   1   1.1e-20   4.3e-19   64.5   0.4    14   134     7   123     1   123 0.96 -
d1fl2a2c.3.1.5       -            126 d1aoga2c.3.1.5.aln   -            208   7.9e-18   60.3   0.0   1   1   2.3e-19     9e-18   60.2   0.0    15   136    10   126     2   126 0.95 -
d1fcda2c.3.1.5       -            141 d1aoga2c.3.1.5.aln   -            208   4.5e-17   57.9   0.0   1   1   1.2e-18   4.8e-17   57.8   0.0     8   143     4   139     1   141 0.96 -
d1xhca2c.3.1.5       -            122 d1aoga2c.3.1.5.aln   -            208   5.8e-17   57.5   0.0   1   1   1.7e-18   6.9e-17   57.3   0.0     9   134     4   121     2   122 0.97 -
d1mo9a2c.3.1.5       -            121 d1aoga2c.3.1.5.aln   -            208   1.1e-16   56.7   0.1   1   1     3e-18   1.2e-16   56.5   0.1    16   137     1   121     1   121 0.98 -
d1onfa2c.3.1.5       -            117 d1aoga2c.3.1.5.aln   -            208     3e-16   55.2   0.2   1   1   8.1e-18   3.2e-16   55.1   0.2    19   134     4   116     1   117 0.95 -
d1v59a2c.3.1.5       -            122 d1aoga2c.3.1.5.aln   -            208   8.6e-16   53.7   0.1   1   1   2.3e-17   8.9e-16   53.6   0.1    21   136     7   120     1   122 0.93 -
d1h6va2c.3.1.5       -            122 d1aoga2c.3.1.5.aln   -            208   1.1e-09   33.7   0.0   1   1   3.1e-11   1.2e-09   33.6   0.0     8   135     4   122     1   122 0.96 -
d2gv8a2c.3.1.5       -            107 d1aoga2c.3.1.5.aln   -            208   9.9e-08   27.4   0.0   1   1   2.7e-09   1.1e-07   27.3   0.0     6   100     1    93     1   106 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1aoga2c.3.1.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1aoga2c.3.1.5.out -E 1 hmmModels30/d1aoga2c.3.1.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:42 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1jeta_c.94.1.1      -            517 d1atga_c.94.1.1.aln  -            330  2.2e-138  456.3  14.3   1   1    1e-139  2.7e-138  456.1  14.3     1   330    72   475    72   475 1.00 -
d1vr5a1c.94.1.1      -            535 d1atga_c.94.1.1.aln  -            330  3.5e-100  330.8  10.0   1   1  1.5e-101    4e-100  330.6  10.0     1   330    23   480    23   480 1.00 -
d2nooa_c.94.1.1      -            496 d1atga_c.94.1.1.aln  -            330   1.6e-91  302.4   1.9   1   1   6.8e-93   1.8e-91  302.2   1.9     2   330    19   457    18   457 1.00 -
d1xoca1c.94.1.1      -            504 d1atga_c.94.1.1.aln  -            330   3.7e-91  301.2  16.9   1   1   1.6e-92   4.3e-91  301.0  16.9     2   329    25   462    24   463 1.00 -
d1uqwa_c.94.1.1      -            487 d1atga_c.94.1.1.aln  -            330   3.1e-89  294.8  13.0   1   1   1.4e-90   3.6e-89  294.6  13.0     2   330    22   448    21   448 1.00 -
d3vlva_c.94.1.1      -            490 d1atga_c.94.1.1.aln  -            330   1.3e-83  276.4   8.6   1   1   5.8e-85   1.5e-83  276.1   8.6     1   330    25   434    25   434 1.00 -
d1eu8a_c.94.1.1      -            407 d1atga_c.94.1.1.aln  -            330   5.1e-68  225.1   7.1   1   1   2.2e-69   5.7e-68  225.0   7.1     9   325     3   407     1   407 0.99 -
d1ursa_c.94.1.1      -            367 d1atga_c.94.1.1.aln  -            330   8.3e-50  165.3   9.1   1   1   3.6e-51   9.3e-50  165.1   9.1     2   320    21   366    20   367 0.99 -
d3thia_c.94.1.1      -            362 d1atga_c.94.1.1.aln  -            330   6.5e-38  126.2   0.1   1   1   2.8e-39   7.3e-38  126.0   0.1     2   327    13   340    12   343 0.98 -
d1nnfa_c.94.1.1      -            308 d1atga_c.94.1.1.aln  -            330   5.1e-36  120.0  12.1   1   1   2.2e-37   5.7e-36  119.8  12.1    16   326     6   304     1   307 0.98 -
d1r9la_c.94.1.1      -            309 d1atga_c.94.1.1.aln  -            330   7.8e-35  116.1   8.1   1   1   3.3e-36   8.6e-35  115.9   8.1     5   329     5   306     1   307 0.98 -
d1q35a_c.94.1.1      -            318 d1atga_c.94.1.1.aln  -            330   7.5e-34  112.8   3.1   1   1   3.1e-35   8.3e-34  112.7   3.1    12   330     3   312     1   312 0.97 -
d1pb7a_c.94.1.1      -            289 d1atga_c.94.1.1.aln  -            330   3.4e-27   91.0   0.0   1   1   1.6e-28   4.1e-27   90.7   0.0    10   313     5   288     2   289 0.99 -
d1sbpa_c.94.1.1      -            309 d1atga_c.94.1.1.aln  -            330   1.7e-25   85.4   9.5   1   1   8.6e-27   2.3e-25   85.0   9.5    11   322     8   303     2   308 0.96 -
d1ixha_c.94.1.1      -            321 d1atga_c.94.1.1.aln  -            330   5.5e-24   80.4  10.3   1   1   2.3e-25   6.1e-24   80.3  10.3     6   330     3   313     1   313 0.99 -
d2i6ea1c.94.1.1      -            272 d1atga_c.94.1.1.aln  -            330   1.7e-21   72.3   0.0   1   1   7.8e-23     2e-21   72.0   0.0    47   287    33   263     3   270 0.94 -
d1us5a_c.94.1.1      -            298 d1atga_c.94.1.1.aln  -            330   2.8e-20   68.3   0.2   1   1   1.2e-21   3.3e-20   68.0   0.2    11   312    13   294     5   298 0.94 -
d2nxoa1c.94.1.1      -            277 d1atga_c.94.1.1.aln  -            330   2.3e-18   62.0   0.0   1   1   9.6e-20   2.5e-18   61.8   0.0    11   303     3   276     1   277 0.96 -
d2czla1c.94.1.1      -            270 d1atga_c.94.1.1.aln  -            330   1.4e-17   59.4   0.0   1   1     6e-19   1.6e-17   59.2   0.0    12   289     3   254     1   265 0.96 -
d2ozza1c.94.1.1      -            228 d1atga_c.94.1.1.aln  -            330   4.3e-16   54.5   0.0   1   1   1.8e-17   4.8e-16   54.4   0.0    12   274     1   227     1   228 0.98 -
d1twya_c.94.1.1      -            249 d1atga_c.94.1.1.aln  -            330   3.1e-15   51.7   0.2   1   1   1.4e-16   3.8e-15   51.4   0.2    24   295    16   248     9   249 0.98 -
d1xt8a1c.94.1.1      -            248 d1atga_c.94.1.1.aln  -            330   4.3e-15   51.2   5.9   1   1   1.8e-16   4.7e-15   51.1   5.9     6   275     6   244     1   248 0.96 -
d1al3a_c.94.1.1      -            237 d1atga_c.94.1.1.aln  -            330   5.7e-15   50.8   0.0   1   1   2.5e-16   6.5e-15   50.6   0.0     9   279     4   236     1   237 0.97 -
d1sw5a_c.94.1.1      -            270 d1atga_c.94.1.1.aln  -            330   1.8e-11   39.3   4.6   1   1   7.2e-13   1.9e-11   39.2   4.6    12   297     2   257     1   270 0.96 -
d1ii5a_c.94.1.1      -            226 d1atga_c.94.1.1.aln  -            330   2.1e-09   32.5   0.2   1   1   9.3e-11   2.5e-09   32.3   0.2    15   274     7   224     2   226 0.94 -
d2esna2c.94.1.1      -            212 d1atga_c.94.1.1.aln  -            330   3.7e-08   28.4   0.0   1   1   5.2e-09   1.4e-07   26.6   0.0    13   275     5   208     2   212 0.94 -
d1i6aa_c.94.1.1      -            212 d1atga_c.94.1.1.aln  -            330   3.9e-08   28.4   0.0   1   1   1.5e-09     4e-08   28.3   0.0     9   267     3   210     1   212 0.87 -
d2qmwa1c.94.1.1      -            184 d1atga_c.94.1.1.aln  -            330   8.8e-08   27.2   0.1   1   2    0.0015     0.039    8.6   0.0    20    94     5    79     1    87 0.90 -
d2qmwa1c.94.1.1      -            184 d1atga_c.94.1.1.aln  -            330   8.8e-08   27.2   0.1   2   2   3.1e-06   8.1e-05   17.5   0.0   145   277    83   183    81   184 0.94 -
d1ve4a1c.94.1.1      -            206 d1atga_c.94.1.1.aln  -            330   1.6e-05   19.8   0.0   1   1   6.9e-07   1.8e-05   19.6   0.0    22   245     4   183     1   202 0.85 -
d1ixca2c.94.1.1      -            205 d1atga_c.94.1.1.aln  -            330    0.0012   13.6   0.0   1   1   6.4e-05    0.0017   13.1   0.0    11   273     2   204     1   205 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d1atga_c.94.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d1atga_c.94.1.1.out -E 1 hmmModels30/d1atga_c.94.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:43 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
